,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
51546,51546,Jars,Yes,No,3.8,28,Vasanth Nagar,Delivery,NA,"Healthy Food, Beverages",650,Delivery
51547,51547,TheBrekkieShop,Yes,No,3.2,65,MG Road,Kiosk,"Pasta, Fruit Parfait","Healthy Food, Sandwich",300,Delivery
51549,51549,Hungerbreakx,Yes,No,3.0,7,Koramangala 8th Block,Delivery,NA,"North Indian, South Indian, Maharashtrian",300,Delivery
51554,51554,MamaMia,Yes,No,4.0,112,Seshadripuram,Dessert Parlor,"Hot Chocolate, Fries, Gelato, Brownie, Strawberry Shake, Vanilla Ice Cream, Thick Shakes","Desserts, Cafe",400,Delivery
51562,51562,Sandwichwallas,Yes,No,3.9,105,Jayanagar,Quick Bites,"Garlic Bread, Sandwiches, Aloo Tikki Burger, Club Sandwich, White Sauce Pasta, Garlic Rice",Fast Food,200,Delivery
51564,51564,HotelEmpark,Yes,No,3.4,16,Wilson Garden,Casual Dining,NA,"Chinese, North Indian, Arabian",800,Delivery
51569,51569,Skoolroom,No,No,4.3,583,Ulsoor,Cafe,"Chocolate Overload, Burgers, Peri Peri Chicken Pizza, Pasta, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700,NA
51573,51573,OreganoPizzeria,Yes,No,3.4,60,Frazer Town,Quick Bites,"Pizza, Pasta, Burgers, Lasagne, Masala Garlic Bread","Italian, Pizza",300,NA
51578,51578,HeightsCafeHotelBangaloreInternational,Yes,No,3.2,2,Race Course Road,Casual Dining,NA,"Continental, South Indian",1000,Delivery
51583,51583,Keventers,Yes,No,3.6,12,Brigade Road,"Beverage Shop, Dessert Parlor",NA,"Beverages, Desserts, Ice Cream",400,Delivery
51591,51591,SweetTruth,Yes,No,3.8,26,Vasanth Nagar,Delivery,NA,"Bakery, Desserts",500,Delivery
51597,51597,LalbaghGrand,Yes,No,3.1,23,Basavanagudi,Quick Bites,NA,"South Indian, North Indian, Chinese",250,Delivery
51600,51600,TasteofNepal,Yes,No,3.4,27,Koramangala 8th Block,Quick Bites,NA,Chinese,300,Delivery
51602,51602,SagarDelicacy,Yes,No,3.9,87,Ulsoor,Casual Dining,"Handi Biryani, Sandwich","North Indian, Chinese, Fast Food, Street Food",500,Delivery
51605,51605,CreamChemistry,Yes,No,3.9,150,Frazer Town,Dessert Parlor,"Rolls, Ice Cream Roll","Ice Cream, Desserts",500,Delivery
51610,51610,SangamSweets,Yes,No,3.1,27,Seshadripuram,Sweet Shop,NA,"Mithai, Street Food",200,Delivery
51612,51612,TheCakeCity,Yes,No,3.2,4,Shanti Nagar,"Quick Bites, Bakery",NA,"Chinese, Continental, Desserts, Bakery",300,Delivery
51614,51614,TheCakeHouse,Yes,No,3.7,30,Ulsoor,Bakery,NA,"Bakery, Fast Food",300,Delivery
51617,51617,SteamingMugs,Yes,No,3.9,241,Basavanagudi,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",Cafe,700,Delivery
51620,51620,KamatMinerva,Yes,No,2.6,72,Basavanagudi,Quick Bites,"Butter Naan, Buttermilk, Jowar Roti, Panneer Butter Masala","South Indian, North Indian, Chinese",300,Delivery
51621,51621,ParatheWaliGali,Yes,No,3.8,38,Wilson Garden,Quick Bites,NA,North Indian,250,Delivery
51624,51624,RoyannaMilitaryCanteen,Yes,No,3.8,24,Brigade Road,Quick Bites,NA,"South Indian, Biryani",350,Delivery
51636,51636,ClassicLassiShop,Yes,No,3.4,43,Ulsoor,Beverage Shop,NA,"Beverages, Ice Cream",150,Delivery
51640,51640,SweetChariot,Yes,No,3.8,111,Cunningham Road,Dessert Parlor,"Chicken Lasagne, Chocolate Cake, Mushroom Quiche, Sandwiches, Pizza, Steak","Bakery, Fast Food",500,Delivery
51642,51642,McDonalds,Yes,No,3.7,184,Brigade Road,Quick Bites,"Burgers, Mc Spicy Chicken, Chicken Burger, Maharaja Mac","Burger, Fast Food",500,Delivery
51645,51645,MadOverBiryani,Yes,No,2.9,18,Church Street,Quick Bites,NA,"North Indian, Biryani",600,Delivery
51646,51646,MangalorepearlSeafoodRestaurant,Yes,No,4.3,1384,Frazer Town,Casual Dining,"Sea Food, Neer Dosa, Fish, Caramel Pudding, Curry Crab, Bombil Fry, Masala Prawn","Mangalorean, Seafood",700,Delivery
51648,51648,LassiShop,Yes,No,3.3,10,Seshadripuram,Beverage Shop,NA,"Beverages, Ice Cream",200,Delivery
51652,51652,BangaloreMasalaHouse,Yes,No,4.1,257,Vasanth Nagar,Cafe,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Steak, Bun Maskas, Pasta, Burgers","Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500,Delivery
51654,51654,FeastIndiaCo,Yes,No,4.2,138,Cunningham Road,Casual Dining,"Naan, Sheermal, Phirni, Rasmalai, Chicken Tikka, Paneer Tikka, Galauti Kebab","Awadhi, Bengali, North Indian",1500,Delivery
51657,51657,CafeCoffeeDay,Yes,No,2.8,26,Seshadripuram,Cafe,NA,"Cafe, Fast Food",900,Delivery
51658,51658,MasaleDaan,No,No,3.2,5,Richmond Road,Delivery,NA,North Indian,350,Delivery
51659,51659,AlSwaadTakeAway,Yes,No,3.1,13,Richmond Road,Quick Bites,NA,"North Indian, South Indian, Arabian",350,Delivery
51660,51660,QuenchCrunch,Yes,No,3.6,23,Shanti Nagar,Beverage Shop,NA,"Beverages, Fast Food",150,Delivery
51661,51661,KolkattaFamousChat,Yes,No,3.7,23,Indiranagar,Quick Bites,NA,"Street Food, North Indian",100,Delivery
51668,51668,HotelChandrika,Yes,No,3.8,210,Cunningham Road,Casual Dining,"Thali, Filter Coffee, Vada, Rava Idli, Masala Dosa, Stuffed Kulcha, Naan","South Indian, North Indian, Chinese, Street Food",400,Delivery
51678,51678,AromasOfSouth,No,No,3.7,46,Race Course Road,Casual Dining,"Appam, Coffee",South Indian,1000,Delivery
51693,51693,Kanteen,Yes,No,3.9,54,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200,Delivery
51694,51694,Popat,Yes,No,3.2,43,Indiranagar,Quick Bites,NA,North Indian,300,Delivery
51696,51696,ZaksMediterraneanCuisine,No,No,3.9,256,Frazer Town,Casual Dining,"Biryani, Shawarma, Kunafa, Pita Bread, Fattoush Salad","Mediterranean, Arabian, Lebanese",700,NA
51705,51705,PaiVihar,No,No,2.8,56,Vasanth Nagar,Quick Bites,"Masala Dosa, Coffee","South Indian, Street Food, Chinese, Fast Food",400,Delivery
51709,51709,SiridhanyaUpaharaDarshini,No,No,3.4,5,Frazer Town,Quick Bites,NA,South Indian,250,Delivery
51710,51710,KhanSahebGrillsandRolls,Yes,No,4.0,186,Commercial Street,Quick Bites,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti","Fast Food, Rolls",400,Delivery
51711,51711,ParathaXpress,No,No,3.5,8,Ulsoor,Quick Bites,NA,"North Indian, Chinese",200,Delivery
51713,51713,HotelRangoon,Yes,No,3.7,17,Ulsoor,Quick Bites,NA,Burmese,300,Delivery
51714,51714,MeatAndEat,Yes,No,3.2,4,Wilson Garden,Quick Bites,NA,"Fast Food, Burger",500,Delivery
51715,51715,Ibaco,Yes,No,3.7,54,Frazer Town,Dessert Parlor,Icecream Cake,"Desserts, Ice Cream",300,Delivery
51718,51718,Plates,Yes,No,3.9,171,Frazer Town,Quick Bites,"Rolls, Biryani, Butter Chicken, Chicken Manchurian Roll","North Indian, Mughlai, Rolls, Fast Food",600,Delivery
51720,51720,Taipan,Yes,No,3.5,129,Frazer Town,Casual Dining,"Noodles, Dragon Chicken, Chop Suey","Chinese, Momos",700,Delivery
51723,51723,GelatoItaliano,Yes,No,3.2,4,Kammanahalli,"Dessert Parlor, Bakery",NA,"Ice Cream, Desserts, Bakery",200,Delivery
51725,51725,CrunchPizzas,Yes,No,2.5,34,Ulsoor,Quick Bites,NA,"Italian, Pizza",600,Delivery
51726,51726,DevSagarFoodStreet,Yes,No,4.1,241,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200,Delivery
51727,51727,UjwalRestaurant,Yes,No,3.9,134,Vasanth Nagar,Casual Dining,"Tender Coconut Chicken, Sea Food, Paneer Pakora, Chicken Biryani, Kori Roti, Fish Fry, Beer","Mangalorean, Seafood, North Indian, Chinese",700,Delivery
51730,51730,GoliVadaPavNo,Yes,No,3.5,34,Ulsoor,Quick Bites,NA,Street Food,200,Delivery
51732,51732,IndiraDarshini,Yes,No,3.6,28,Frazer Town,Quick Bites,NA,"South Indian, Chinese",200,Delivery
51734,51734,BaskinRobbins,Yes,No,3.1,22,Frazer Town,Dessert Parlor,NA,"Ice Cream, Desserts",250,Delivery
51745,51745,AryaBhavanSweets,Yes,No,3.2,9,Vasanth Nagar,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food, North Indian",300,Delivery
51750,51750,KadambaFoodline,No,No,3.7,33,Ulsoor,Quick Bites,NA,"Chinese, North Indian, South Indian, Street Food",400,Delivery
51751,51751,KolkataFamousKatiRolls,Yes,No,3.4,7,Frazer Town,Quick Bites,NA,"Rolls, Street Food",200,Delivery
51752,51752,TheThickShakeFactory,Yes,No,2.8,19,Cunningham Road,Beverage Shop,NA,"Beverages, Juices",350,Delivery
51753,51753,FatBuddha,Yes,Yes,4.0,457,Cunningham Road,Casual Dining,"Crab Soup, Noodles, Wine, Spicy Crabmeat Soup, Manchow Soup, Momos, Sea Food","Chinese, Thai",1000,Delivery
51760,51760,JustBake,Yes,No,3.8,12,MG Road,Bakery,NA,Bakery,400,Delivery
51763,51763,LazioSteaksMore,Yes,No,4.0,122,Frazer Town,Casual Dining,"Burgers, Beef Steak, Mutton Biryani, Pie, Mudpie, Cheesecake, Chicken Wings","Continental, Chinese, Steak",1000,Delivery
51767,51767,SherlocksCafe,Yes,No,3.6,42,Frazer Town,Cafe,NA,"Cafe, Fast Food",350,Delivery
51769,51769,SamskrutiSanmanGardenia,Yes,No,4.0,141,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550,Delivery
51772,51772,FrozenBottle,Yes,No,3.9,40,Brigade Road,Beverage Shop,NA,"Beverages, Desserts, Ice Cream",400,Delivery
51773,51773,PathysKitchen,Yes,No,3.5,21,Indiranagar,Quick Bites,NA,Andhra,500,Delivery
51775,51775,Falafal,Yes,No,3.3,4,City Market,"Takeaway, Delivery",NA,"Healthy Food, Juices",200,Delivery
51777,51777,TheWokShop,Yes,No,3.4,8,Ulsoor,Quick Bites,NA,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery
51779,51779,SouthInn,No,No,3.1,24,Frazer Town,Quick Bites,NA,South Indian,150,Delivery
51782,51782,MountViewFastFood,No,No,3.3,4,Vasanth Nagar,Takeaway,NA,"Fast Food, Street Food",100,Delivery
51783,51783,Veganbreakx,Yes,No,2.8,5,City Market,"Takeaway, Delivery",NA,"South Indian, Chinese, Continental, Biryani",199,Delivery
51785,51785,StepRightUp,Yes,No,4.1,161,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300,Delivery
51790,51790,KennysRestaurant,Yes,No,3.6,31,Frazer Town,Quick Bites,NA,"Chinese, North Indian",450,Delivery
51792,51792,MilkNShakes,Yes,No,3.8,48,Koramangala 8th Block,Beverage Shop,NA,Beverages,300,Delivery
51796,51796,VenkateshwaraFoods,Yes,No,3.0,13,Residency Road,"Takeaway, Delivery",NA,"Street Food, South Indian",400,Delivery
51798,51798,TheJ,Yes,No,4.0,140,Church Street,Quick Bites,"Fried Cheese, French Fries, Maggi, Thick Shakes, Chilli Cheese Fries, Tea","Fast Food, Beverages",400,Delivery
51804,51804,ClassicShop,Yes,No,3.3,6,Ulsoor,Beverage Shop,NA,"Juices, Beverages",150,Delivery
51805,51805,MumbaiBadamMilkLassiCenter,Yes,No,3.6,23,Basavanagudi,Kiosk,NA,"Beverages, Desserts",100,Delivery
51806,51806,Kareems,Yes,No,3.6,34,Frazer Town,Quick Bites,NA,"North Indian, Mughlai",700,Delivery
51807,51807,TheSouk,Yes,No,3.7,66,Ulsoor,Cafe,"Mediterranean Platter, Brownie, Pasta, Burgers, Cheesy Garlic Bread, Steak","Cafe, Mediterranean, Italian, Pizza, Continental",800,Delivery
51809,51809,KenzKaram,Yes,No,3.5,10,Frazer Town,"Takeaway, Delivery",NA,"Desserts, Beverages",300,Delivery
51812,51812,SriKrishnaDarshini,No,No,3.1,4,Basavanagudi,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Delivery
51816,51816,ByCoffee,Yes,No,4.0,26,Basavanagudi,Quick Bites,NA,South Indian,100,Delivery
51817,51817,MountainSpice,Yes,No,3.9,189,Koramangala 8th Block,Quick Bites,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa",Chinese,200,Delivery
51818,51818,RamjiChaiwale,Yes,No,3.7,43,Ulsoor,Quick Bites,NA,"Beverages, Fast Food",250,Delivery
51820,51820,TeaBreakLounge,Yes,No,3.4,4,Brigade Road,Quick Bites,NA,"Beverages, Fast Food",400,Delivery
51821,51821,HappyFillings,Yes,No,3.4,8,Ulsoor,Quick Bites,NA,Chinese,300,Delivery
51822,51822,BangarpetChatExpress,Yes,No,3.4,6,Basavanagudi,Quick Bites,NA,"Street Food, Fast Food",100,Delivery
51827,51827,Delices,Yes,No,3.1,6,Ulsoor,Bakery,NA,"Bakery, Desserts",400,Delivery
51829,51829,CrescentAvenueHotelBangaloreInternational,Yes,No,3.6,41,Race Course Road,Casual Dining,NA,"North Indian, Continental, Chinese, Asian, Thai",1400,Delivery
51830,51830,CafMH,Yes,No,3.4,9,Shivajinagar,Cafe,NA,Cafe,300,Delivery
51837,51837,JustShawarma,Yes,No,3.8,111,Ulsoor,Quick Bites,"Rolls, Whole Meat Shawarma",Arabian,300,Delivery
51839,51839,ROYCEChocolate,Yes,No,3.4,6,MG Road,Confectionery,NA,Desserts,1000,Delivery
51846,51846,GoodnessBeverages,Yes,No,3.4,4,Koramangala,Delivery,NA,Beverages,250,Delivery
51849,51849,Xian,Yes,Yes,3.8,81,Ulsoor,Casual Dining,Noodles,"Chinese, Thai",800,Delivery
51853,51853,NewPrashanthHotel,Yes,No,3.7,50,Majestic,Casual Dining,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian",750,Delivery
51856,51856,MonsoonExpress,Yes,No,3.4,7,MG Road,"Takeaway, Delivery",NA,"Continental, Thai, North Indian",1600,Delivery
51857,51857,GelatoItaliano,Yes,No,2.9,17,Ulsoor,Dessert Parlor,NA,"Ice Cream, Bakery, Desserts",200,Delivery
51863,51863,UrbanSolaceCaffortheSoul,Yes,No,3.9,466,Ulsoor,"Cafe, Casual Dining","Chocolate Shake, Wine, Burgers, Sangria, Paratha, Pasta, Fish","Cafe, American, Continental, Steak",800,Delivery
51869,51869,TheCharcoalFactory,Yes,No,4.1,292,Koramangala 6th Block,Quick Bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600,Delivery
51870,51870,MidnightEats,Yes,No,3.0,114,Frazer Town,Delivery,NA,"North Indian, Chinese",500,Delivery
51871,51871,OhMyChaat,Yes,No,3.1,19,Frazer Town,Quick Bites,NA,Street Food,300,Delivery
51872,51872,IceSpice,Yes,No,3.0,96,Frazer Town,"Takeaway, Delivery",NA,"Continental, Pizza, Fast Food",650,Delivery
51874,51874,SaiSuperSandwich,Yes,No,3.2,7,Banashankari,Quick Bites,NA,"Sandwich, Beverages",200,Delivery
51882,51882,NiteOut,Yes,No,4.0,1114,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500,Delivery
51884,51884,FiveSenses,Yes,No,0.0,0,Ulsoor,"Takeaway, Delivery",NA,"North Indian, Fast Food, Chinese",500,Delivery
51886,51886,ChungShanChineseRestaurant,No,No,3.7,32,Ejipura,Quick Bites,NA,"Chinese, Momos",500,Delivery
51892,51892,FriendsNightKitchen,Yes,No,3.8,110,Koramangala 6th Block,"Takeaway, Delivery","Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza",400,NA
51894,51894,TheChaatShop,No,No,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200,Delivery
51901,51901,ExpressFoodDelivery,No,No,2.8,38,Ulsoor,Delivery,NA,"North Indian, Chinese",500,Delivery
51913,51913,TheBong,No,No,3.1,38,Frazer Town,Quick Bites,NA,"Bengali, North Indian",300,Delivery
51920,51920,PromacFoods,No,No,0.0,0,Shanti Nagar,"Takeaway, Delivery",NA,"North Indian, South Indian",250,Delivery
51923,51923,SriAyodhyaVeg,No,No,3.6,24,Vasanth Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
51926,51926,GobbleUpChurrosCafe,Yes,No,3.8,38,Ulsoor,Casual Dining,"Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery",400,Delivery
51929,51929,HalliMane,Yes,No,3.2,5,Majestic,Quick Bites,NA,South Indian,300,Delivery
51931,51931,ShakenStirred,Yes,No,3.9,86,Race Course Road,"Bar, Casual Dining","Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","Continental, North Indian, Chinese",1500,Delivery
51935,51935,AkshayaSambramaVegRestaurant,No,No,3.2,14,Vasanth Nagar,Quick Bites,NA,"South Indian, Chinese",200,Delivery
51958,51958,KonarkVegetarianRestaurant,No,No,3.9,157,Lavelle Road,Casual Dining,"Chaat, Pav Bhaji, Vada, Vegetarian, Masala Dosa, Idli, Brownie","North Indian, Chinese, Continental, South Indian",600,Delivery
51959,51959,SugarberryzCakery,No,No,3.9,57,Commercial Street,"Takeaway, Delivery","Chocolate Cake, Cup Cake","Bakery, Desserts",1200,NA
51966,51966,Juicemaker,No,No,3.8,30,Cunningham Road,Beverage Shop,NA,"Beverages, Fast Food",400,Delivery
51971,51971,HungerLust,Yes,No,0.0,0,Wilson Garden,Quick Bites,NA,"Fast Food, Chinese, North Indian",250,Delivery
51972,51972,TibbsFrankie,No,No,3.8,24,Brigade Road,Quick Bites,NA,"Street Food, Rolls",200,Delivery
51979,51979,RollsOnWheels,No,No,3.7,62,Cunningham Road,Quick Bites,"Rolls, Momos, Paneer Roll, Veggie Roll",Fast Food,200,Delivery
51999,51999,ChoiChoiMomos,No,No,3.9,32,Brigade Road,Kiosk,NA,"Chinese, Fast Food, Momos",300,Delivery
52046,52046,LassiCorner,Yes,No,0.0,0,Vijay Nagar,Beverage Shop,NA,"Beverages, Desserts",150,Delivery
52049,52049,ShakeNSnack,No,No,3.6,18,Shanti Nagar,Beverage Shop,NA,"Beverages, Fast Food",200,Delivery
52051,52051,FeastandBurp,No,No,3.3,4,Bannerghatta Road,Quick Bites,NA,North Indian,300,Delivery
52053,52053,LittleBites,No,No,3.6,7,MG Road,"Cafe, Quick Bites",NA,"Cafe, Fast Food",200,Delivery
52062,52062,HitandRun,No,No,3.6,15,Central Bangalore,Food Truck,NA,"Fast Food, Continental",350,Delivery
52064,52064,Bhaiyajees,No,No,3.7,16,Richmond Road,"Takeaway, Delivery",NA,"North Indian, South Indian",300,Delivery
52082,52082,AdithyaTiffinCentre,No,No,0.0,0,Shanti Nagar,"Takeaway, Delivery",NA,North Indian,200,Delivery
52092,52092,PappuChaiwalla,No,No,3.3,33,St. Marks Road,Quick Bites,NA,"Fast Food, Tea, Beverages",300,Delivery
52106,52106,ShreeSadguruRefreshment,No,No,3.2,4,Ulsoor,Quick Bites,NA,"South Indian, Chinese",400,Delivery
52107,52107,HotelFine,Yes,No,3.5,25,Vasanth Nagar,Casual Dining,NA,"North Indian, Chinese",450,Delivery
52110,52110,Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,NA,"Desserts, Momos",200,Delivery
52114,52114,CoolCornerArunIceCream,No,No,3.5,9,Frazer Town,Dessert Parlor,NA,"Desserts, Ice Cream",200,Delivery
52118,52118,AmburHotDumBiryani,No,No,3.1,7,Ulsoor,Quick Bites,NA,Biryani,300,Delivery
52120,52120,PoojaVeg,No,No,3.1,9,Frazer Town,Quick Bites,NA,South Indian,100,Delivery
52121,52121,HungryBirds,Yes,No,3.2,6,Koramangala 7th Block,Delivery,NA,Chinese,300,Delivery
52124,52124,BhandarysKitchen,No,No,3.6,16,Koramangala 7th Block,Delivery,NA,North Indian,300,Delivery
52129,52129,SiddiqueKababCentre,No,No,3.9,436,Frazer Town,Casual Dining,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550,Delivery
52133,52133,ArtofDelight,No,No,4.4,1916,Residency Road,Dessert Parlor,"Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages",400,Desserts
52134,52134,WAFLCaf,Yes,No,3.9,88,Residency Road,"Dessert Parlor, Quick Bites","Waffles, Pie, Corn Dog","Desserts, Beverages, American",400,Desserts
52135,52135,BowringKulfi,No,No,4.0,100,Residency Road,Dessert Parlor,"Kulfi, Mango Juice, Kesar Pista, Lassi","Ice Cream, Desserts",150,Desserts
52136,52136,CornerHouseIceCream,Yes,No,4.4,638,Residency Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400,Desserts
52137,52137,OotyChocolates,Yes,No,3.5,17,Residency Road,Dessert Parlor,NA,Desserts,300,Desserts
52138,52138,DeliCounterGatewayHotel,No,No,3.5,6,Residency Road,Dessert Parlor,NA,Bakery,500,Desserts
52141,52141,GelatoItaliano,No,No,3.2,6,Residency Road,Dessert Parlor,NA,"Ice Cream, Bakery, Desserts",200,Desserts
52142,52142,SweetTruth,Yes,No,4.0,49,Residency Road,Delivery,"Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts",500,Desserts
52144,52144,TheBelgianWaffleCo,Yes,No,3.8,82,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350,Desserts
52145,52145,GanacheTheRitzCarlton,No,No,3.9,51,Residency Road,Dessert Parlor,"Coffee, Cup Cake",Bakery,600,Desserts
52153,52153,FabelleChocolateBoutiqueITCGardenia,No,No,4.5,236,Richmond Road,Dessert Parlor,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages",1250,Desserts
52154,52154,BelgianWaffleFactory,Yes,No,4.9,1749,Brigade Road,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,NA
52156,52156,BengaluruBakingCompanyJWMarriottBengaluru,No,No,4.3,526,Lavelle Road,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400,Desserts
52157,52157,Delisias,No,No,0.0,0,Brigade Road,Bakery,NA,Bakery,400,Desserts
52158,52158,Fabcafe,Yes,Yes,4.2,63,MG Road,Cafe,NA,"Cafe, Healthy Food",800,Desserts
52164,52164,GMTGelateriaMontecatiniTerme,Yes,No,4.4,69,Lavelle Road,Quick Bites,"Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream",300,Desserts
52165,52165,IceBreakers,No,No,4.3,184,Church Street,Dessert Parlor,"Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream",500,Desserts
52170,52170,XOBelgianWaffle,Yes,No,4.5,222,Brigade Road,Food Court,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages",450,NA
52173,52173,TheWafflePress,Yes,No,4.2,123,St. Marks Road,Dessert Parlor,"Waffles, Liege Waffle, Salted Caramel Ice Cream, Ice Cream Sandwiches, Ice Cream Sandwich","Desserts, Ice Cream",400,Desserts
52174,52174,AmandePatisserie,Yes,No,4.2,233,Lavelle Road,"Bakery, Dessert Parlor","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts",300,Desserts
52175,52175,SugarSpiceTajMGRoadBengaluru,No,No,4.0,79,MG Road,Dessert Parlor,"Coffee, Chocolate Truffle, Cheesecake",Desserts,800,Desserts
