,Id,Name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
48184,48184,Hunan,No,Yes,4.0,820,New BEL Road,Casual Dining,"Rice Noodles, Dragon Chicken, Momos, Clear Soup, Hakka Noodles, Chop Suey, Salad","Chinese, Thai, Momos",1100,Dine-out
48185,48185,CasinoHotel,Yes,No,3.9,345,New BEL Road,Casual Dining,"Chicken Grill, Butter Naan, Paratha, Shawarma Roll, Biryani, Butter Chicken, Tandoori Chicken","North Indian, Chinese",500,Dine-out
48186,48186,AkshayaDeluxe,Yes,No,4.0,337,New BEL Road,Casual Dining,"Sea Food, Chicken Biryani, Naan, Neer Dosa, Chicken Curry, Mutton Biryani, Roti","North Indian, Chinese, Seafood, Biryani",500,Dine-out
48187,48187,SnowLionTibetKitchen,No,No,3.9,263,New BEL Road,Quick Bites,"Momos, Thukpa, Noodles, Honey Chilli Potatoes, Clear Soup, Chicken Noodle, Crispy Noodle","Tibetan, Asian, Thai, Chinese, Momos",400,Dine-out
48188,48188,Burp,Yes,Yes,4.0,608,New BEL Road,Cafe,"Burgers, Chicken Soup, Minestrone Soup, Pasta, Au Gratin, Veggie Pizza, Chicken Burger","Cafe, Mexican, Italian, Pizza",800,NA
48190,48190,CafeMandala,Yes,No,3.9,48,New BEL Road,Cafe,Decor,"Cafe, North Indian, Chinese, Fast Food",600,Dine-out
48191,48191,TawaTandoor,Yes,Yes,3.9,117,New BEL Road,Casual Dining,"Masala Chaach, Roti, Dal Makhani, Panneer Butter Masala, Butter Kulcha, Paneer Tikka Biryani","North Indian, Chinese",700,Dine-out
48192,48192,SagarSamrat,Yes,No,3.7,120,New BEL Road,Casual Dining,"Chaat, Mysore Masala Dosa, Onion Dosa, Vegetable Biryani, Filter Coffee, Panipuri, Pav Bhaji","North Indian, Chinese, South Indian",400,Dine-out
48193,48193,Onesta,Yes,Yes,4.4,4897,New BEL Road,"Casual Dining, Cafe","Oreo Delight, Apple Pie, Barbeque Chicken, Bbq Chicken, Stuffed Pizza, Ravioli, Mojito","Pizza, Cafe, Italian",600,Dine-out
48194,48194,PrashantNaatiCorner,No,No,4.0,95,New BEL Road,Quick Bites,"Donne Biryani, Mutton Chops, Chicken Fry, Chicken Biryani","South Indian, Biryani",400,Dine-out
48195,48195,Plated,Yes,Yes,4.1,555,New BEL Road,Cafe,"Pasta, Waffles, Pancakes, Salsa, Nachos, Creme Brulee, Chips","Cafe, Continental",800,Dine-out
48196,48196,SmokeTheSizzlerHouse,Yes,Yes,4.2,680,New BEL Road,Casual Dining,"Steak, Pizza, Burgers, Pasta, Fish, Wedges, Onion Rings","Continental, Italian",800,NA
48198,48198,MughlaiAzam,Yes,Yes,4.0,117,New BEL Road,Casual Dining,"Dal Makhani, Roti, Adrak Ke Panje, Mocktails, Paratha, Lal Maans, Paneer Malai Tikka","Mughlai, Biryani, North Indian",1400,Dine-out
48199,48199,ThalasseryRestaurant,Yes,No,3.8,465,New BEL Road,Casual Dining,"Appam, Kerala Parotta, Sea Food, Idiyappam, Chicken Chettinad, Dum Biryani, Egg Curry","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Dine-out
48200,48200,PizzaHut,Yes,No,3.6,436,New BEL Road,Casual Dining,"Pasta, Garlic Bread, Wedges, Veg Supreme Pizza, Pane Pizza, Masala Lemonade, Salads","Pizza, Fast Food",750,Dine-out
48201,48201,NandhiniDeluxe,No,Yes,3.7,511,New BEL Road,Casual Dining,"Thali, Hyderabadi Biryani, Mutton Biryani, Andhra Meal",North Indian,600,Dine-out
48202,48202,Vinnys,Yes,No,4.1,1107,New BEL Road,Casual Dining,"Pizza, Pasta, Mocktails, Nachos, Mushroom Soup, Garlic Bread, Mojito","Italian, Pizza",700,NA
48204,48204,ChungWah,Yes,No,4.0,539,New BEL Road,Casual Dining,"Noodles, Fish, Chicken Satay, Momos, Pork Ribs, Sweet Corn Soup, Clear Soup","Chinese, Momos, Thai, Vietnamese",650,Dine-out
48206,48206,LincolnBistro,Yes,No,4.3,251,New BEL Road,Casual Dining,"Dumplings, Biryani, Pasta, Pizza, Taco Trio, Cheesecake, Chicken Wings","North Indian, Mughlai, Asian, Chinese",800,Dine-out
48207,48207,PeppermillBistro,Yes,Yes,4.0,868,New BEL Road,"Casual Dining, Cafe","Pasta, Pizza, Mojito, Nachos, Lamb, Fries, Orange Juice","Continental, European, Mediterranean, Cafe, Steak",1000,Dine-out
48208,48208,Prana,Yes,No,4.0,239,New BEL Road,Cafe,"Coffee, Appam, Kadala Curry, Onion Pakoda, Paneer Roll, Sweet Pongal, Kokum Juice","Cafe, Healthy Food, South Indian",500,Dine-out
48210,48210,Kargeens,Yes,No,3.9,365,New BEL Road,Cafe,"Chocolate Milkshake, Mocktails, Burgers, Nachos, Virgin Mojito, Fries, Pizza","Cafe, Italian, Pizza, Continental",900,Dine-out
48211,48211,Freskka,Yes,No,4.0,702,New BEL Road,Casual Dining,"Momos, Salads, Lasagne, Risotto, Pesto Pasta, Pizza, Filter Coffee","Italian, American, Asian, Continental, Mexican, Momos",700,Dine-out
48212,48212,KAFlavourOfCoorg,Yes,No,4.0,105,New BEL Road,Quick Bites,"Chicken Curry, Akki Rottis, Pork Curry, Chilli Pork, Roti, Neer Dosa",South Indian,300,Dine-out
48213,48213,JashnHyderabadiBawarchi,Yes,No,2.9,140,New BEL Road,Casual Dining,"Lemon Chicken, Hyderabadi Biryani","Hyderabadi, North Indian, Chinese, Biryani",650,Dine-out
48214,48214,NewPrashanthHotel,Yes,No,3.1,40,New BEL Road,Casual Dining,NA,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
48215,48215,EmberTheCalabash,Yes,No,4.1,670,New BEL Road,Cafe,"Spicy Crispy Corn, Mocktails, Chicken Wings, Pasta, Virgin Mojito, Pizza, Blueberry Mojito","Cafe, Italian, Continental, Beverages",800,Dine-out
48216,48216,THEBELST,No,No,3.9,523,New BEL Road,"Cafe, Casual Dining","Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich","Cafe, Italian, American, Continental",1100,Dine-out
48217,48217,TheEggFactory,Yes,No,4.0,380,New BEL Road,Casual Dining,"Healthy Breakfast, Rolls, Egg Chilli, Pesto Pasta, Egg Bhurji, Burgers, Omelette","Continental, American",750,Dine-out
48218,48218,MyPlaceGokulamGrandHotelSpa,No,Yes,4.2,426,New BEL Road,"Casual Dining, Lounge","Paratha, Butter Chicken, Burgers, Sunday Brunch, Cocktails, Akki Rottis, Pasta","Continental, Asian, South Indian, North Indian",1800,Dine-out
48220,48220,BeijingBites,No,No,3.6,314,New BEL Road,Casual Dining,"Dragon Rolls, Chowmein, Dragon Chicken, Momos, Chilli Chicken, Hakka Noodles, Malaysian Noodles","Chinese, Thai",850,Dine-out
48221,48221,RiganHyderabadiBawarchi,Yes,No,3.6,133,New BEL Road,Casual Dining,"Butter Chicken, Shawarma, Chicken Biryani, Vegetable Biryani, Babycorn Manchurian, Dum Biryani, Noodles","Biryani, North Indian, Chinese",700,Dine-out
48222,48222,HotelTajDelight,Yes,No,3.3,19,New BEL Road,Casual Dining,NA,"North Indian, Biryani, Arabian",600,Dine-out
48223,48223,LanThai,No,No,4.0,66,New BEL Road,Casual Dining,Salads,Thai,800,Dine-out
48225,48225,Satrangi,Yes,No,3.7,214,New BEL Road,Casual Dining,"Kiwi Juice, Papdi Chaat, Kheer, Veg Buffet, Roti, Pasta, Gulab Jamun","North Indian, South Indian",900,Dine-out
48226,48226,HotelPanchamiGrand,No,No,3.5,15,New BEL Road,Casual Dining,NA,"Chinese, North Indian, South Indian",550,Dine-out
48227,48227,PuffCafe,Yes,No,3.7,126,New BEL Road,Cafe,Pasta,"Cafe, Italian, American",700,Dine-out
48228,48228,ChickenCounty,Yes,No,3.2,192,New BEL Road,Quick Bites,"Tandoori Chicken, Rolls, Punjabi Chicken, Hyderabadi Biryani, Butter Chicken","Chinese, North Indian",400,Dine-out
48229,48229,SubhashMess,No,No,3.7,23,New BEL Road,Mess,NA,North Indian,200,Dine-out
48230,48230,QFoodCorner,No,No,0.0,0,New BEL Road,Casual Dining,NA,"South Indian, North Indian",500,Dine-out
48231,48231,CafeCoffeeDay,Yes,No,3.2,58,New BEL Road,Cafe,"Brownie, Cappuccino, Burgers","Cafe, Fast Food",900,Dine-out
48232,48232,NamakhStoreAndCafe,Yes,No,3.7,18,New BEL Road,Cafe,NA,"Cafe, Continental, American",400,Dine-out
48233,48233,MrChef,Yes,No,3.2,119,New BEL Road,Casual Dining,NA,"North Indian, Chinese, Biryani",500,Dine-out
48236,48236,SholayTheBarbeque,Yes,Yes,3.5,45,New BEL Road,Casual Dining,NA,"North Indian, BBQ",1200,Dine-out
48237,48237,RayalaseemaRuchulu,Yes,No,3.2,112,New BEL Road,Casual Dining,NA,"Andhra, North Indian",700,Dine-out
48238,48238,NomadicTandoor,Yes,No,3.7,168,New BEL Road,Cafe,Biryani,"Cafe, North Indian, Chinese, Continental",700,Dine-out
48239,48239,KantiSweets,Yes,No,3.5,14,Jalahalli,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",400,Dine-out
48240,48240,Santos,Yes,No,3.7,69,New BEL Road,Casual Dining,"Biryani, Gulab Jamun, Naan","North Indian, Fast Food",650,Dine-out
48241,48241,CafeRossini,Yes,No,3.9,431,New BEL Road,Casual Dining,"Pasta, Sandwiches, Chilli Paneer, Chicken Parmigiana, Mocktails, Lamb, Minestrone Soup","Continental, Italian, Chinese",700,Dine-out
48242,48242,TheHundredFoodJourney,Yes,Yes,3.8,46,New BEL Road,Casual Dining,NA,"Continental, Italian",1100,Dine-out
48243,48243,ShivasFamilyRestaurant,No,No,3.4,8,New BEL Road,Casual Dining,NA,"North Indian, Chinese",550,Dine-out
48244,48244,NalaMaharaja,No,No,3.3,7,New BEL Road,Casual Dining,NA,North Indian,500,Dine-out
48245,48245,SindhuFamilyRestaurant,No,No,3.2,4,New BEL Road,Casual Dining,NA,"North Indian, Chinese, Seafood",600,Dine-out
48246,48246,Ambarsaria,No,No,2.7,57,New BEL Road,Casual Dining,NA,North Indian,800,NA
48248,48248,ChaiywaalaDaDhaba,Yes,No,3.7,67,New BEL Road,Cafe,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature","Cafe, Tea",250,Dine-out
48249,48249,AQNI,Yes,No,3.6,89,New BEL Road,Casual Dining,"Mutton Biryani, Shawarma, Roti","North Indian, Mughlai, Biryani, Rolls",650,Dine-out
48250,48250,CafePoetry,Yes,No,3.7,55,New BEL Road,Cafe,"Pasta, Maggi, Ice-cream Shake, Burgers","Cafe, Beverages, Healthy Food",400,NA
48252,48252,TheBananaKick,Yes,No,3.3,9,New BEL Road,Cafe,NA,"Cafe, Beverages",600,Dine-out
48253,48253,SwissBakeryCafeGokulamGrandHotelSpa,No,No,3.3,6,New BEL Road,"Cafe, Bakery",NA,"Cafe, Bakery",400,Dine-out
48254,48254,DurgaMess,No,No,3.6,33,New BEL Road,Mess,NA,North Indian,150,Dine-out
48255,48255,DFeastRestoCafe,No,No,4.1,147,New BEL Road,Casual Dining,"Mocktails, Burgers, Fish, Butter Chicken Pizza, Peri Peri Chicken Wings, Pasta, Steak","Burger, Pizza, Continental",600,NA
48261,48261,ABAdyarAnandaBhavan,Yes,No,3.0,50,New BEL Road,Casual Dining,Pongal,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out
48262,48262,HO,No,No,3.2,9,New BEL Road,Casual Dining,NA,"North Indian, Chinese",1000,Dine-out
48263,48263,Brewbakes,No,No,3.3,7,New BEL Road,Cafe,NA,"Cafe, Pizza, Italian, Sandwich",450,Dine-out
48267,48267,CafeCentralis,Yes,No,2.8,114,New BEL Road,Cafe,"Pasta, Coffee, Pizza, Burgers, Momos, Latte, Americano",Cafe,600,Dine-out
48268,48268,Mayuri,No,No,2.5,79,New BEL Road,Casual Dining,Biryani,"Andhra, North Indian, Chinese",700,Dine-out
48269,48269,FoodFeedRestaurant,No,No,3.7,29,New BEL Road,Casual Dining,NA,"Arabian, Chinese, Kerala, North Indian",750,Dine-out
48271,48271,RSShivSagarExpress,Yes,No,0.0,0,New BEL Road,Quick Bites,NA,"South Indian, North Indian, Chinese, Fast Food",300,Dine-out
48272,48272,DelhiMess,Yes,No,4.1,500,New BEL Road,Quick Bites,"Aloo Paratha, Roti, Butter Chicken","North Indian, Chinese",300,Dine-out
48273,48273,DeccanHouse,Yes,No,4.0,409,New BEL Road,Quick Bites,"Hyderabadi Biryani, Chicken Biryani, Vegetable Biryani","Hyderabadi, Biryani",350,Dine-out
48274,48274,LeonGrill,Yes,No,4.0,336,New BEL Road,Quick Bites,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads","Fast Food, Healthy Food",500,Dine-out
48275,48275,DominosPizza,Yes,No,3.9,487,New BEL Road,Quick Bites,"Garlic Bread, Pasta, Chicken Wings, Chocolava, Spicy Chicken, Cheesy Pizza","Pizza, Fast Food",400,Dine-out
48276,48276,LazeezBiryani,Yes,No,4.0,50,New BEL Road,Quick Bites,NA,"North Indian, Chinese, Mughlai, Hyderabadi",400,Dine-out
48277,48277,PolarBear,Yes,No,4.1,322,New BEL Road,Dessert Parlor,"Sandwiches, Spinach Corn Sandwich, Tiramisu, Brownie, Burgers, Chocolava, Banana Split","Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out
48278,48278,Subway,No,No,3.7,167,New BEL Road,Quick Bites,"Sandwich, Chicken Ham, Sandwiches, Chicken Tikka","Healthy Food, Sandwich, Salad",500,Dine-out
48279,48279,TheWaffleYard,No,No,4.2,149,New BEL Road,"Dessert Parlor, Quick Bites","Nutella Waffle, Chocolate Waffles, Banana Caramel","Desserts, Fast Food",300,Dine-out
48280,48280,BurgerKing,Yes,No,4.0,559,New BEL Road,Quick Bites,"Burgers, Chicken Wings, Mango Shake, Chicken Crisp Burger, Cheesy Fries, Chicken Fries, Burger Meal","Burger, Fast Food, Beverages",600,Dine-out
48281,48281,McDonalds,Yes,No,3.9,281,New BEL Road,Quick Bites,"Burgers, Coke Float, French Fries","Burger, Fast Food",500,Dine-out
48282,48282,NewOottupuraRestaurant,Yes,No,3.5,226,New BEL Road,Quick Bites,"Kerala Parotta, Shawarma",Kerala,300,Dine-out
48283,48283,RoyHotelRestaurant,Yes,No,4.0,124,New BEL Road,Quick Bites,"Mishti Doi, Doi Katla, Mutton Kosha, Fish Curry, Aloo Posto, Gulab Jamun","Bengali, North Indian",300,Dine-out
48284,48284,DonneBiriyaniAngadiMane,Yes,No,3.8,161,New BEL Road,Quick Bites,NA,"Biryani, Chinese",250,Dine-out
48285,48285,FlavoursInn,Yes,No,3.7,59,New BEL Road,Quick Bites,"Sea Food, Malabar Fish Curry","Kerala, North Indian, Chinese",500,Dine-out
48286,48286,ShahiDarbarRollCentre,No,No,3.9,50,New BEL Road,Quick Bites,NA,"Street Food, Rolls",400,Dine-out
48287,48287,TheStreetKitchen,Yes,No,3.7,16,New BEL Road,Quick Bites,NA,"North Indian, Fast Food, Chinese, Beverages",300,Dine-out
48288,48288,Eggstacy,Yes,No,4.0,233,New BEL Road,Quick Bites,"Egg Manchurian, Paratha, Momos, Masala Chai, Raj Kachori, Rolls, Chaat","Fast Food, Continental, Chinese",500,Dine-out
48290,48290,ShriUdupiCafe,Yes,No,3.9,31,New BEL Road,Quick Bites,NA,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300,Dine-out
48291,48291,PanchamiGarden,No,No,3.3,4,New BEL Road,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
48292,48292,PotBiryani,Yes,No,3.8,154,New BEL Road,Quick Bites,Biryani,"North Indian, Chinese, Biryani",450,Dine-out
48293,48293,GPunjabiTadka,No,No,3.7,15,New BEL Road,Quick Bites,NA,North Indian,200,Dine-out
48294,48294,Oottupura,Yes,No,2.6,166,New BEL Road,Quick Bites,"Chicken Grill, Shawarma, Rolls, Biryani, Kerala Parotta","Kerala, North Indian, Chinese, Rolls, Juices",350,Dine-out
48295,48295,TheKrishnaGrand,No,No,3.8,23,New BEL Road,Quick Bites,NA,"North Indian, South Indian",400,Dine-out
48296,48296,GowdruMane,No,No,3.6,26,New BEL Road,Quick Bites,NA,"Andhra, North Indian, Chinese",300,Dine-out
48297,48297,KittysCafe,Yes,No,3.6,43,New BEL Road,Quick Bites,NA,Fast Food,300,Dine-out
48298,48298,SalaamSigriRollsKebabs,Yes,No,3.8,162,New BEL Road,Quick Bites,"Rolls, Chicken Tikka, Chicken Seekh Roll, Seekh Kebab, Aloo Tikka Roll, Murgh Malai Kebab, Beda Roti","Rolls, Mughlai",300,Dine-out
48299,48299,JustBake,Yes,No,2.6,84,New BEL Road,"Bakery, Quick Bites",Chocolate Cake,Bakery,400,NA
48301,48301,ToastAndSalad,Yes,No,3.5,25,New BEL Road,Quick Bites,NA,Healthy Food,300,Dine-out
48302,48302,FlavorsofNorth,Yes,No,3.3,240,New BEL Road,Quick Bites,"Malai Kofta, Fries, Chicken Biryani, Stuffed Kulcha","North Indian, Chinese, Biryani",400,Dine-out
48303,48303,KLThalasseryCafe,No,No,3.5,14,New BEL Road,Quick Bites,NA,Kerala,200,Dine-out
48304,48304,Bhukkad,Yes,No,3.3,6,New BEL Road,Quick Bites,NA,"North Indian, Mughlai",300,Dine-out
48305,48305,AndhraSpiceMess,Yes,No,3.4,9,New BEL Road,Quick Bites,NA,"Andhra, Biryani, North Indian, Chinese",250,Dine-out
48306,48306,SunainaSapice,Yes,No,3.3,7,New BEL Road,Quick Bites,NA,"South Indian, North Indian, Chinese",200,Dine-out
48307,48307,RollsKitchen,No,No,3.5,18,New BEL Road,Quick Bites,NA,"Fast Food, Rolls",250,Dine-out
48308,48308,BanashankariRestaurant,Yes,No,3.6,24,New BEL Road,Quick Bites,NA,South Indian,400,Dine-out
48309,48309,KFC,Yes,No,3.9,581,New BEL Road,Quick Bites,"Burgers, Chicken Grill, Chicken Popcorn, Hot Wings","Burger, Fast Food",400,Dine-out
48310,48310,CinnamonGrillsandGourmet,No,No,3.6,10,New BEL Road,Quick Bites,NA,"Chinese, South Indian",400,Dine-out
48313,48313,DhanbadFoodStall,No,No,0.0,0,New BEL Road,Quick Bites,NA,"Bihari, North Indian, Chinese",200,Dine-out
48314,48314,ChaatStreet,Yes,No,4.1,675,New BEL Road,Quick Bites,"Chaat, Pav Bhaji, Bhel Puri, Dahipuri, Vada Pav, Raj Kachori, Samosa","Street Food, North Indian",250,Dine-out
48315,48315,EatDrink,Yes,No,3.5,15,New BEL Road,"Quick Bites, Beverage Shop",NA,"Fast Food, Chinese, Beverages",300,Dine-out
48316,48316,KhanSahebGrillsandRolls,Yes,No,3.7,114,New BEL Road,Quick Bites,"Rolls, Paneer Tikka Roll, Chicken Reshmi Tikka Roll, Beda Roti",Fast Food,400,Dine-out
48317,48317,GoliVadaPavNo,Yes,No,3.7,38,New BEL Road,Quick Bites,NA,Street Food,200,Dine-out
48318,48318,KusumRolls,No,No,3.5,21,New BEL Road,Quick Bites,NA,Street Food,300,Dine-out
48319,48319,MumbaiXpress,Yes,No,3.7,418,New BEL Road,Quick Bites,"Pav Bhaji, Paratha, Pizza Sandwich, Burgers, Vada Pav, Chocolate Mousse, Sandwiches","Street Food, Fast Food",400,Dine-out
48320,48320,DeepakParathaPlaza,No,No,3.5,18,New BEL Road,Quick Bites,NA,"North Indian, Street Food",200,Dine-out
48322,48322,AdityaDelights,No,No,3.7,59,New BEL Road,Quick Bites,NA,"Chinese, North Indian, Mangalorean",300,Dine-out
48323,48323,JeetPunjabiTadka,No,No,3.5,17,New BEL Road,Quick Bites,NA,"North Indian, South Indian",500,Dine-out
48324,48324,LittleBites,No,No,3.8,184,New BEL Road,Quick Bites,"Pasta, Sandwiches, Chicken Jumbo Burger, Burgers, Lime Soda Sweet, Sandwich, Fried Cheese",Fast Food,400,NA
48326,48326,WowSikkimMomo,No,No,3.3,18,New BEL Road,Quick Bites,NA,"Chinese, North Indian, Momos",150,Dine-out
48327,48327,SultanRollsSandwiches,No,No,3.9,59,New BEL Road,Quick Bites,NA,"Fast Food, Rolls",300,Dine-out
48329,48329,SLNParathaCenter,No,No,3.3,14,New BEL Road,Quick Bites,NA,North Indian,200,Dine-out
48330,48330,BiharBhojanalaya,No,No,3.1,14,New BEL Road,Quick Bites,NA,"North Indian, Bihari",200,Dine-out
48331,48331,MajaaThindi,Yes,No,3.9,37,New BEL Road,Quick Bites,NA,South Indian,100,Dine-out
48333,48333,PizzaStop,Yes,No,3.1,75,New BEL Road,Quick Bites,"Pizza, Masala Garlic Bread, Nachos","Pizza, Italian",600,NA
48335,48335,UdupiTazzaThindi,No,No,3.2,7,New BEL Road,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Dine-out
48336,48336,AartiParathaRollsCorner,Yes,No,3.6,15,New BEL Road,Quick Bites,NA,"North Indian, Fast Food",200,Dine-out
48337,48337,KolkataFamousKattiRolls,No,No,3.5,22,New BEL Road,Quick Bites,NA,Rolls,200,Dine-out
48340,48340,KettysCorner,No,No,3.3,4,New BEL Road,Quick Bites,NA,"Fast Food, Street Food, Beverages",200,Dine-out
48341,48341,KoithioKitchen,No,No,3.3,4,New BEL Road,Quick Bites,NA,"Chinese, Momos",600,Dine-out
48342,48342,BengalBiriyani,No,No,2.9,28,New BEL Road,Quick Bites,NA,Biryani,150,Dine-out
48343,48343,TastyCorner,No,No,3.6,13,New BEL Road,Quick Bites,NA,South Indian,200,Dine-out
48344,48344,ParathaClub,No,No,3.6,16,New BEL Road,Quick Bites,NA,North Indian,200,Dine-out
48347,48347,NOCCafeCatering,Yes,No,3.2,7,New BEL Road,Quick Bites,NA,"North Indian, Fast Food",400,Dine-out
48348,48348,WowSikkimMomos,No,No,3.5,11,New BEL Road,Quick Bites,NA,"Chinese, North Indian",300,Dine-out
48349,48349,CarbonCup,Yes,No,3.5,12,New BEL Road,Quick Bites,NA,"North Indian, Arabian, Fast Food, Chinese",400,Dine-out
48351,48351,CafeLassiLab,Yes,No,3.3,6,New BEL Road,"Quick Bites, Beverage Shop",NA,"Fast Food, Beverages",300,Dine-out
48352,48352,ChettysCoffee,Yes,No,3.9,267,New BEL Road,Quick Bites,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",South Indian,200,Dine-out
48354,48354,Eatsaa,No,No,3.5,8,New BEL Road,Quick Bites,NA,Chinese,300,Dine-out
48356,48356,Gupshap,No,No,3.5,5,New BEL Road,Quick Bites,NA,South Indian,300,Dine-out
48357,48357,QookedRestaurant,No,No,3.3,4,New BEL Road,Quick Bites,NA,"South Indian, Andhra, Chinese, North Indian",300,Dine-out
48361,48361,GETurFIXChoteMiya,No,No,3.3,4,New BEL Road,Quick Bites,NA,Fast Food,300,Dine-out
48363,48363,DonneBiryaniEggRiceAdda,No,No,3.3,8,New BEL Road,Quick Bites,NA,"Kebab, Biryani",200,Dine-out
48364,48364,KolkataHotRoll,Yes,No,3.4,4,New BEL Road,Quick Bites,NA,Rolls,150,Dine-out
48366,48366,IceMagic,No,No,3.4,6,New BEL Road,Quick Bites,NA,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",250,Dine-out
48367,48367,SunCafe,No,No,3.3,4,New BEL Road,Quick Bites,NA,"North Indian, Chinese, Rolls",300,Dine-out
48369,48369,MunchBox,No,No,0.0,0,New BEL Road,Quick Bites,NA,"North Indian, Fast Food, South Indian",400,Dine-out
48370,48370,NewDelhiDharbaar,No,No,0.0,0,New BEL Road,Quick Bites,NA,North Indian,300,Dine-out
48372,48372,DonerBel,No,No,3.4,64,New BEL Road,Quick Bites,"Burgers, Doner Kebabs, Lamb Doner, Hummus Pita, Momos, Rolls, Chicken Doner","Turkish, Chinese",400,NA
48375,48375,ShawarmaKolkataRolls,No,No,3.3,4,New BEL Road,Quick Bites,NA,"Rolls, Fast Food",100,Dine-out
48376,48376,OmSaiRamFoodJunction,No,No,3.7,39,Yeshwantpur,Quick Bites,NA,North Indian,200,Dine-out
48377,48377,SreeAyyappaaFoods,No,No,0.0,0,New BEL Road,Quick Bites,NA,"South Indian, North Indian",300,Dine-out
48385,48385,TastyFastFood,No,No,3.2,4,New BEL Road,Quick Bites,NA,"North Indian, Chinese",250,Dine-out
48393,48393,FiveStarChicken,Yes,No,3.7,32,New BEL Road,Quick Bites,NA,"Fast Food, Burger",300,Dine-out
48394,48394,NewCurriesSpiceRestaurant,Yes,No,2.9,7,New BEL Road,Quick Bites,NA,South Indian,200,Dine-out
48397,48397,TriptiHotelRestaurant,No,No,3.6,18,New BEL Road,Quick Bites,NA,"Biryani, South Indian, North Indian",200,Dine-out
48398,48398,TotaramsParanthas,Yes,No,3.5,140,New BEL Road,Quick Bites,"Cheese Paratha, Lassi, Pizza, Paneer Parantha",North Indian,300,Dine-out
48399,48399,TandooriDelight,Yes,No,3.0,46,New BEL Road,Quick Bites,NA,"North Indian, Chinese",300,Dine-out
48401,48401,DonneBiryaniMane,Yes,No,3.8,62,New BEL Road,Quick Bites,NA,Biryani,300,Dine-out
48402,48402,FreshVeg,Yes,No,2.7,94,New BEL Road,Quick Bites,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian",300,Dine-out
48403,48403,SriKrishnaBhavanSweets,No,No,3.9,56,Sanjay Nagar,"Sweet Shop, Quick Bites","Fruit Juices, Chaat","Mithai, Street Food",350,Dine-out
48404,48404,KuttanaduFamilyRestaurant,Yes,No,3.6,17,Jalahalli,Casual Dining,NA,"Seafood, South Indian",600,Dine-out
48405,48405,MalgudiNattiStyleHotel,Yes,No,3.6,13,Sahakara Nagar,Quick Bites,NA,South Indian,400,Dine-out
48406,48406,KadambaGardenia,No,No,3.6,74,Jalahalli,Casual Dining,"Set Dosa, Thali, Rava Masala Dosa","South Indian, Chinese, North Indian, Street Food",400,Dine-out
48407,48407,TheMomoFarm,Yes,No,3.7,25,Jalahalli,Quick Bites,NA,"Chinese, Tibetan",300,Dine-out
48408,48408,AtithiSatkar,No,No,3.7,91,Sanjay Nagar,Casual Dining,"Vada, Lime Soda, Thali, Masala Dosa","South Indian, North Indian, Fast Food, Chinese",400,Dine-out
48409,48409,BharathRestaurant,Yes,No,3.1,37,Jalahalli,Casual Dining,NA,"North Indian, Chinese",450,Dine-out
48410,48410,WokChow,Yes,No,3.9,164,Sanjay Nagar,Quick Bites,"Momos, Shanghai Chicken","Chinese, Thai, Momos",300,Dine-out
48411,48411,RottiMane,Yes,No,3.5,27,Sanjay Nagar,Quick Bites,NA,South Indian,200,Dine-out
48412,48412,KishisCafe,Yes,No,3.5,14,Sahakara Nagar,Quick Bites,NA,"Fast Food, Street Food",500,Dine-out
48413,48413,HyderabadiBawarchiMultiCuisineRestaurant,No,No,3.0,100,Hebbal,Casual Dining,NA,"Biryani, North Indian, Chinese",600,Dine-out
48414,48414,KolkataRefreshments,No,No,3.0,14,Sanjay Nagar,Quick Bites,NA,"Bengali, Fast Food",200,Dine-out
48415,48415,ChineseCornerandBengaliMess,Yes,No,3.5,28,Sanjay Nagar,Mess,NA,"Chinese, Bengali",300,Dine-out
48416,48416,RoyalGardenRestaurant,Yes,No,3.6,12,Hebbal,Casual Dining,NA,"North Indian, Chinese",700,Dine-out
48417,48417,UdupiSouthSaviruchi,Yes,No,3.7,15,Jalahalli,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",250,Dine-out
48418,48418,SambaShakeNJuice,No,No,3.5,11,Sanjay Nagar,Quick Bites,NA,"Fast Food, Juices",200,Dine-out
48419,48419,SeaSalt,No,No,3.7,18,Sahakara Nagar,Quick Bites,NA,"South Indian, Seafood",600,Dine-out
